source,latitude,longitude,requested_datetime,updated_datetime,closed_date,description,address
Missing,,,2012-07-03T16:22:49-04:00,2016-09-11T22:02:05-04:00,2012-07-06T12:42:46-04:00,112 n. walnut rare book store had pink graffiti on brown paint rick kraus signed waiver to proceed,
Other,,,2012-07-06T12:36:12-04:00,2016-09-11T22:02:05-04:00,2012-07-10T08:07:25-04:00,multi colored graffiti on back of therapists office,"501 n. walnut, Bloomington, IN"
Missing,,,2012-07-08T15:29:25-04:00,2016-09-11T22:02:05-04:00,2012-07-10T07:50:28-04:00,"Speed limit sign has graffiti on the back and on the pole. Pole says ""Fuck snitches"" and the back of the sign says some illegible names.",
Missing,,,2012-07-08T15:31:52-04:00,2016-09-11T22:02:05-04:00,2012-07-10T07:59:14-04:00,this is to amend previous report - didn't ask for address - it is 1221 W 6th,
Other,,,2012-07-09T11:52:09-04:00,2016-09-11T22:02:05-04:00,2012-07-10T11:46:09-04:00,601 n. walnut purple painted graffiti on back of building,
Other,,,2012-07-09T11:53:10-04:00,2016-09-11T22:02:05-04:00,2012-07-10T11:42:50-04:00,808 s. washington graffiti on rental home,
Other,,,2012-07-10T11:21:47-04:00,2016-09-11T22:02:05-04:00,2012-07-10T11:39:23-04:00,808 s. washington electrical panel has black and blue graffiti,
Other,,,2012-07-10T11:23:14-04:00,2016-09-11T22:02:05-04:00,2012-07-10T11:36:29-04:00,923 s. walnut bob jones radiator repair shop has graffiti on building facing alley,
Missing,,,2012-07-10T11:27:14-04:00,2016-09-11T22:02:05-04:00,2012-07-11T11:59:21-04:00,One of the signs on the chicanes on Third Street between Buckner and Davisson has graffiti and stickers on it. The cement pole on the chicane at Davisson and Third has been knocked down.,
Other,,,2012-07-11T11:44:20-04:00,2016-09-11T22:02:05-04:00,2012-07-11T11:56:35-04:00,Our Mill Building on 11th st. graffiti on door,
Other,,,2012-07-11T11:45:20-04:00,2016-09-11T22:02:05-04:00,2012-07-11T11:54:15-04:00,240 N. Washington had graffiti on mail box,
Missing,,,2012-07-11T15:02:52-04:00,2016-09-11T22:02:05-04:00,2012-07-16T11:57:57-04:00,Graffiti on building owned by City.  415 S Washington,"415 S Washington ST, Bloomington, IN, 47401"
Other,,,2012-07-16T11:34:43-04:00,2016-09-11T22:02:05-04:00,2012-07-16T11:47:52-04:00,metal electrical box has purple graffiti,
Other,,,2012-07-17T11:34:45-04:00,2016-09-11T22:02:05-04:00,2012-07-17T11:42:50-04:00,101 east smith st. had graffitti on two separate metal electrical boxes,
Other,,,2012-07-17T11:36:01-04:00,2016-09-11T22:02:05-04:00,2012-07-17T11:40:55-04:00,122 east smith st. metal electrical box pounded with stickers and graffitti,
Other,,,2012-07-18T11:39:13-04:00,2016-09-11T22:02:05-04:00,2012-07-18T11:54:21-04:00,metal electrical panel pounded with graffiti  behind rhino's between walnut and washington,
Other,,,2012-07-18T11:42:32-04:00,2016-09-11T22:02:05-04:00,2012-07-19T11:42:02-04:00,ice cooler in alley hit with graffiti. graffiti team painted over the graffiti before getting a before photo,
Other,,,2012-07-18T11:44:02-04:00,2016-09-11T22:02:05-04:00,2012-07-20T11:47:44-04:00,414 s. walnut large graffiti graphic on side of building owned by jeff jones,
Police Report,39.15977859,-86.54305267,2012-07-20T06:38:30-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:12:32-04:00,white spray paint on building of Medical Arts,"822 W 1st ST, Bloomington, IN, 47403"
Police Report,39.16487122,-86.52937317,2012-07-20T06:40:58-04:00,2016-09-11T22:02:05-04:00,2012-07-20T11:37:52-04:00,blk marker of skull & cross bones on building - unknown owner - suspect found and PC being filed with Prosecutor,"409 E 3rd ST, Bloomington, IN, 47408"
Police Report,39.16167068,-86.53995514,2012-07-20T06:43:19-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:11:27-04:00,Anderson Medical graffiti & damage to building,"522 W 2nd ST, Bloomington, IN, 47403"
Police Report,,,2012-07-20T06:52:02-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:09:21-04:00,BLK SPLOTCHES ON SIDE OF BLDG,"401 E 10TH ST, Bloomington, IN"
Police Report,39.15563965,-86.49475861,2012-07-20T06:53:57-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:08:34-04:00,"COGHLAN ORTHO ""MEDIA IS CHAINS"", ""FUCK DA POLICE"" & ""NATHAN HENSHAW"" PAINTED ON BUILDING","2911 E Covenanter DR, Bloomington, IN, 47401"
Police Report,39.15597153,-86.49575806,2012-07-20T06:56:07-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:06:55-04:00,HENDERSON ORTHO BUILDING AND DOORS SPRAY PAINTED,"857 S Auto Mall RD, Bloomington, IN, 47401"
Police Report,39.16438675,-86.5358963,2012-07-20T06:58:48-04:00,2016-09-11T22:02:05-04:00,2012-07-20T11:33:14-04:00,"OFFICER FOUND GRAFFITI - B-LINE TRAIL 3RD STREET BRIDGE RED PAINT, SKULL AND CROSSBONES","302 S College AVE, Bloomington, IN, 47403"
Police Report,39.17667389,-86.53207397,2012-07-20T07:01:06-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:04:15-04:00,"WALL ON PROPERTY SPRAY PAINTED IN SILVER & GREEN WITH A SWASTIKA, ""SS"" AND ""15""","202 E 15th ST, Bloomington, IN, 47408"
Police Report,,,2012-07-20T07:03:53-04:00,2016-09-11T22:02:05-04:00,2012-07-20T08:02:36-04:00,"AT 11TH AND GRANT - CONSTRUCTION EQUIP OF BULLDOZER, 2 EXCAVATERS & AN AIR COMPRESSOR WERE SPRAY PAINTED - OWNED BY COMPANIES:  RAILWORKS TRACK SERV & KUHN DIRTWORKS",
Other,,,2012-07-20T11:40:51-04:00,2016-09-11T22:02:05-04:00,2012-07-23T11:48:29-04:00,106 N. Walnut...Motor Service Business has graffiti on front and back of building,
Missing,19.12779045,72.82094574,2012-07-24T08:13:38-04:00,2016-09-11T22:02:05-04:00,2012-07-27T07:51:40-04:00,Dd,"Juhu Versova Link Rd, Four Bungalows, Andheri West, Bloomington, IN"
Missing,,,2012-07-24T10:58:20-04:00,2016-09-11T22:02:05-04:00,2012-07-24T11:03:09-04:00,Northwest corner 10th and Dunn,
Missing,,,2012-07-24T11:07:06-04:00,2016-09-11T22:02:05-04:00,2012-07-24T11:52:09-04:00,Northwest corner 10th and Dunn,
Missing,,,2012-07-24T11:09:28-04:00,2016-09-11T22:02:05-04:00,2012-07-24T11:51:35-04:00,Northwest corner 10th and Dunn,
Other,,,2012-07-24T11:54:26-04:00,2016-09-11T22:02:05-04:00,2012-07-25T11:48:20-04:00,Bus stop enclosure in front of mar don salon tagged with graffiti and stickers,
Other,,,2012-07-25T11:35:06-04:00,2016-09-11T22:02:05-04:00,2012-07-25T11:46:02-04:00,Treasure Chest Hobbies has graffiti...122 s. college ave.,
Other,,,2012-07-25T11:36:36-04:00,2016-09-11T22:02:05-04:00,2012-07-25T11:44:14-04:00,"316 W. 6th (Bloomingfoods) had graffiti ""Buy Local"".",
Missing,39.1705246,-86.53710938,2012-07-25T12:18:04-04:00,2016-09-11T22:02:05-04:00,2012-07-25T12:19:49-04:00,ignore this is a test.,"501 N Morton St, Bloomington, IN"
Other,,,2012-07-26T11:36:06-04:00,2016-09-11T22:02:05-04:00,2012-07-26T11:49:25-04:00,113 N. Gentry...Graffiti in alley next to Chase Bank,
Other,,,2012-07-26T11:37:35-04:00,2016-09-11T22:02:05-04:00,2012-07-26T11:45:27-04:00,"Dimension building or ""The Mill"" has graffiti on the retaining wall in front of the building",
Other,,,2012-07-27T11:44:55-04:00,2016-09-11T22:02:05-04:00,2012-07-27T11:49:39-04:00,"419 E. Kirkwood....Bloomingfoods...blue graffiti stating ""no borders"" and also had anarchy sign below",
Other,,,2012-07-27T11:46:34-04:00,2016-09-11T22:02:05-04:00,2012-08-01T08:07:27-04:00,515 S. Walnut...Stahl Furniture has graffiti all over the back and sides of building owner has agreed to let us clean and paint,
Missing,,,2012-07-30T16:33:18-04:00,2016-09-11T22:02:05-04:00,2012-08-03T11:42:45-04:00,"Ira Zinman law office retaining wall, 3rd and Grant",
Missing,39.17021179,-86.53603363,2012-07-31T11:36:36-04:00,2016-09-11T22:02:05-04:00,2012-08-01T08:11:44-04:00,ignore,"400-498 N Morton St, Bloomington, IN"
Other,,,2012-07-31T11:41:18-04:00,2016-09-11T22:02:05-04:00,2012-07-31T11:56:01-04:00,350 s. walnut (J. Mellencamps building) has yellow graffiti on south side....see pics,
Other,,,2012-07-31T11:43:40-04:00,2016-09-11T22:02:05-04:00,2012-08-01T11:51:15-04:00,519 S. Walnut has graffiti on coolers in back of building,
Other,,,2012-08-02T11:42:05-04:00,2016-09-11T22:02:05-04:00,2012-08-03T11:46:22-04:00,107 E. 6th Mail box tagged with graffiti and bare brick also hit,
Other,,,2012-08-02T11:43:24-04:00,2016-09-11T22:02:05-04:00,2012-08-03T11:43:15-04:00,115 E. 6th... bare brick tagged with graffiti also... painted surface tagged,
Other,,,2012-08-03T11:33:19-04:00,2016-09-11T22:02:05-04:00,2012-08-03T11:39:06-04:00,403 East 3rd... Law office had graffiti on retaining limestone wall,
Missing,,,2012-08-06T10:33:34-04:00,2016-09-11T22:02:05-04:00,2012-08-13T13:18:34-04:00,Graffiti is all over the under side of the bridge leading into Renwick from Moores Pike.  The underpass is a part of the Bloomington Trail.,
Missing,39.18606949,-86.51968384,2012-08-06T16:29:16-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:55:42-04:00,There is swastika graffitied on a metal utility box at the intersection of the bypass and fee lane.,"1368-1432 E Matlock Rd, Bloomington, IN"
Other,,,2012-08-07T07:57:11-04:00,2016-09-11T22:02:05-04:00,2012-08-07T08:15:02-04:00,508 West Howe Playground sign had graffiti,
Other,,,2012-08-07T07:58:27-04:00,2016-09-11T22:02:05-04:00,2012-08-07T08:13:31-04:00,Reflective sign at West 3rd and Davisson had graffiti,
Other,,,2012-08-07T08:00:07-04:00,2016-09-11T22:02:05-04:00,2012-08-07T08:10:11-04:00,730 West Howe Playground sign tagged with graffiti,
Other,,,2012-08-07T08:02:00-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:51:37-04:00,507 East Kirkwood (The bicycle garage)tagged with chalk graffiti,
Other,,,2012-08-07T08:18:17-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:50:02-04:00,Old National Bank on East Kirkwood had graffiti on parking booth and on the back of their billboard facing old sullivans building,
Other,,,2012-08-07T08:22:53-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:48:25-04:00,Samira restaurant....100 West 6th st. Talked with owner of building(Anwar Naderpoor)...He said he would provide black paint to cover graffiti on the back of the building. No word back,
Other,,,2012-08-07T08:25:27-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:47:39-04:00,First Financial Bank ( 6th and Morton ) Graffiti tagged on west side of the building. Presented program and waiver to bank management...no word back,
Other,,,2012-08-07T08:28:24-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:45:59-04:00,Morrisons TV and appliance...graffiti on side of storage garage facing Jackson St. and Graffiti on actual business building,
Other,,,2012-08-07T08:29:57-04:00,2016-09-11T22:02:05-04:00,2012-08-07T11:44:07-04:00,Ellis Floral building tagged on the back of the building facing chocolate moose,
Other,,,2012-08-08T11:42:16-04:00,2016-09-11T22:02:05-04:00,2012-08-08T11:52:27-04:00,301 West 7th Law office has graffiti on back vinyl siding,
Other,,,2012-08-08T11:43:14-04:00,2016-09-11T22:02:05-04:00,2012-08-08T11:49:22-04:00,406 S. College....Metal Box pounded with graffiti,
Other,,,2012-08-09T10:46:38-04:00,2016-09-11T22:02:05-04:00,2012-08-09T11:01:55-04:00,674 S. College has graffiti on metal pole,
Other,,,2012-08-09T10:51:59-04:00,2016-09-11T22:02:05-04:00,2012-08-09T11:00:02-04:00,417 E. Kirkwood Mailbox tagged with graffiti,
Other,,,2012-08-10T11:46:36-04:00,2016-09-11T22:02:05-04:00,2012-08-13T08:04:09-04:00,240 N. Washington ...Washington Row owned by Omega Prop has graffiti on rear of building,
Other,,,2012-08-10T11:48:13-04:00,2016-09-11T22:02:05-04:00,2012-08-13T07:59:42-04:00,Light Pole and stop sign tagged with graffiti,
Other,,,2012-08-10T11:49:12-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:22:22-04:00,314 E. 7th St.  Graffiti on light pole,
Police Report,,,2012-08-11T02:18:32-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:20:48-04:00,"""BURN IT DOWN"" WITH HEARTS IN RED/BLK PAINT ON EAST SIDE OF VANCE MUSIC BUILDING OWNED BY OLYMPUS PROPERTIES.","112 W 6TH ST, Bloomington, IN"
Police Report,39.16223145,-86.53466034,2012-08-11T02:21:36-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:20:01-04:00,"""BLOOMINATED"" & ""CHOOSE LIFE"" WRITTEN IN BLK MARKER ON DOOR AND SIGN OF PLANNED PARENTHOOD.","421 S College AVE, Bloomington, IN, 47403"
Police Report,,,2012-08-11T02:32:40-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:19:16-04:00,STONE WALL ON PROPERTY SPRAY PAINTED WITH UNDETERMINED GRAFFITI,"521 S GRANT ST, Bloomington, IN"
Police Report,39.13471985,-86.5832901,2012-08-11T02:34:42-04:00,2016-09-11T22:02:05-04:00,2012-08-13T07:55:01-04:00,PLAZA WEST HAS LETTERING & SWASTIKAS SPRAY PAINTED ON BACK OF BUILDING,"2910 S Leonard Springs RD, Bloomington, IN, 47403"
Other,,,2012-08-13T11:46:12-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:18:15-04:00,314 E. 3rd Graffiti on Electrical meter panel,
Other,,,2012-08-13T11:48:01-04:00,2016-09-11T22:02:05-04:00,2012-08-14T08:16:16-04:00,300 E. 3rd st. College town cutters building next to boys club had graffitti in several spots,
Other,,,2012-08-14T11:46:13-04:00,2016-09-11T22:02:05-04:00,2012-08-14T11:58:20-04:00,309 E. 3rd St..  Cooler on back of building is tagged with four different colors of graffiti,
Other,,,2012-08-14T11:47:40-04:00,2016-09-11T22:02:05-04:00,2012-08-14T11:54:55-04:00,339 N. Lincoln...Lincoln Apts. has graffiti on back of building,
Other,,,2012-08-15T11:44:13-04:00,2016-09-11T22:02:05-04:00,2012-08-15T11:54:52-04:00,321 S. Walnut has graffiti on North side of building,
Other,,,2012-08-15T11:45:16-04:00,2016-09-11T22:02:05-04:00,2012-08-20T08:07:58-04:00,431 E. 10th st. has graffiti on east side of building,
Other,,,2012-08-16T11:49:00-04:00,2016-09-11T22:02:05-04:00,2012-08-16T11:57:05-04:00,2nd and High St.   Electrical metal box tagged with graffiti,
Other,,,2012-08-16T11:50:27-04:00,2016-09-11T22:02:05-04:00,2012-08-20T08:06:04-04:00,325 E. 10th Graffiti on west side of building,
Other,,,2012-08-16T11:51:22-04:00,2016-09-11T22:02:05-04:00,2012-08-20T08:03:29-04:00,710 N. College West side of building tagged with graffiti,
Other,,,2012-08-20T07:57:43-04:00,2016-09-11T22:02:05-04:00,2012-08-20T07:58:57-04:00,318 E. 3rd St Jamar properties building has graffiti on back side of building,
Other,,,2012-08-20T11:25:00-04:00,2016-09-11T22:02:05-04:00,2012-08-20T12:01:09-04:00,4th and walnut....sign near parking garage has graffiti,
Other,,,2012-08-20T11:25:49-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:59:33-04:00,4th and Dunn...one way sign has graffiti,
Other,,,2012-08-20T11:26:49-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:57:52-04:00,9th and dunn sign on northwest corner (one way) has graffiti,
Other,,,2012-08-20T11:28:19-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:52:45-04:00,9th and dunn (northeast corner) back of stop sign tagged with graffiti,
Other,,,2012-08-20T11:29:44-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:50:46-04:00,9th and dunn (southwest) one way sign tagged with graffiti,
Other,,,2012-08-20T11:31:20-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:47:48-04:00,9th and prow one way sign and speed limit sign tagged with graffiti,
Other,,,2012-08-20T11:33:07-04:00,2016-09-11T22:02:05-04:00,2012-08-20T11:44:26-04:00,414 Harold....Parking sign had graffiti...tenant ask to remove ...,
Other,,,2012-08-20T11:34:32-04:00,2016-09-11T22:02:05-04:00,2012-08-22T12:04:45-04:00,421 E. 3rd.. stone facing dunn st. has graffiti,
Other,,,2012-08-20T11:35:52-04:00,2016-09-11T22:02:05-04:00,2012-08-22T11:59:07-04:00,Alley between Kirkwood and 6th streets has metal electrical panel box tagged with graffiti,
Other,,,2012-08-21T11:54:27-04:00,2016-09-11T22:02:05-04:00,2012-08-22T12:02:29-04:00,"600 W. 6th st....Church has ""God is Dead"" in white spray paint on front sidewalk",
Other,,,2012-08-23T07:56:17-04:00,2016-09-11T22:02:05-04:00,2012-08-23T07:58:16-04:00,216 N. Indiana Chow Bar has two separate spots of graffiti on South side,
Other,,,2012-08-23T11:51:59-04:00,2016-09-11T22:02:05-04:00,2012-08-23T11:53:30-04:00,803 S. Madison Blgtn Hosp. Printing dept. did not return waiver or respond to our offer of service,
Other,,,2012-08-23T11:55:09-04:00,2016-09-11T22:02:05-04:00,2012-08-23T11:55:28-04:00,103 W. Allen Graffiti on block wall owned by Chuck Forney at auto heaven,
Other,,,2012-08-23T11:56:51-04:00,2016-09-11T22:02:05-04:00,2012-08-23T12:15:46-04:00,750 S. Morton...Electrical panel tagged with red and black graffiti,
Other,,,2012-08-23T11:58:51-04:00,2016-09-11T22:02:05-04:00,2012-08-23T12:13:46-04:00,"720 S. Morton...Metro Printing...Graffiti on rear of building "" :I Hate Cops In Indiana""",
Other,,,2012-08-24T11:41:28-04:00,2016-09-11T22:02:05-04:00,2012-08-24T11:49:28-04:00,621 N. college electrical panel box had graffiti spray painted on the front side.,
Other,,,2012-08-24T11:42:48-04:00,2016-09-11T22:02:05-04:00,2012-08-24T11:47:35-04:00,3rd and Jackson has a speed limit sign with graffiti spray painted on the front side.,
Missing,,,2012-08-27T10:37:06-04:00,2016-09-11T22:02:05-04:00,2012-08-29T08:01:02-04:00,800 block west 6th Street,
Other,,,2012-08-28T12:41:30-04:00,2016-09-11T22:02:05-04:00,2012-08-29T07:55:48-04:00,"Art Garage at 4th and Washington had graffiti "" Lady dont Leave"" on west outer wall",
Other,,,2012-08-28T12:43:02-04:00,2016-09-11T22:02:05-04:00,2012-08-29T12:43:53-04:00,111 W. 4th St...Little catering  place on corner tagged many times with graffiti everywhere,
Other,,,2012-08-28T12:44:33-04:00,2016-09-11T22:02:05-04:00,2012-08-29T12:46:44-04:00,201 South college...Serendipidy bar tagged on north side with graffiti,
Other,,,2012-08-29T12:34:08-04:00,2016-09-11T22:02:05-04:00,2012-08-29T12:49:03-04:00,9th and jackson...street sign has graffiti and sticker on front,
Other,,,2012-08-30T12:32:38-04:00,2016-09-11T22:02:05-04:00,2012-08-30T12:49:04-04:00,500 N. Fairview ...sign has graffiti,
Other,,,2012-08-30T12:34:44-04:00,2016-09-11T22:02:05-04:00,2012-08-30T12:52:58-04:00,629 N. Fairview...Extreme towing has graffiti on storage shed facing b-line trail,
Phone Call,,,2012-08-30T12:35:56-04:00,2016-09-11T22:02:05-04:00,2012-08-30T12:51:46-04:00,11th St. Bridge... graffiti on wall and signs,
Missing,,,2012-09-08T10:22:58-04:00,2016-09-11T22:02:05-04:00,2012-09-11T15:21:42-04:00,"New Graffiti on back of Fell Building, Electrical Panels, Trash dumpster. The Fell building is at 4th & Rogers St",
Missing,39.16142273,-86.51742554,2012-09-11T07:31:01-04:00,2016-09-11T22:02:05-04:00,2012-09-11T15:18:42-04:00,"At least 4 or 5 large areas of graffiti (stuff about Nazis, bullets, etc.) on University street between Highland Ave and Woodlawn Ave. I don't recall seeing any of it last night around 7pm. Noticed this morning at 7am.","565-599 S Highland Ave, Bloomington, IN"
Missing,39.15902328,-86.52427673,2012-09-11T14:05:40-04:00,2016-09-11T22:02:05-04:00,2012-09-11T15:23:39-04:00,"On the sidewalk (north side of the street, just west of the Park/1st Street intersection):  ""Stop Rape""  Also - across the street, several yard signs for candidates had been defaced.","858-890 E 1st St, Bloomington, IN"
Missing,39.16017532,-86.52934265,2012-09-11T15:13:27-04:00,2016-09-11T22:02:05-04:00,2012-09-11T15:20:14-04:00,My stone wall was spray painted with blue paint.,"434-464 E University St, Bloomington, IN"
Missing,39.15954971,-86.5240097,2012-09-11T19:59:03-04:00,2016-09-11T22:02:05-04:00,2012-09-12T10:56:00-04:00,"Directly in front of 717 S Park Ave (between 1st and university), someone spray painted a swear word with an arrow pointed towards the house","800-848 S Park Ave, Bloomington, IN"
Missing,39.15988922,-86.51973724,2012-09-12T10:53:18-04:00,2016-09-11T22:02:05-04:00,2012-09-12T10:55:19-04:00,spray painted graffiti in middle of the street on University,"1100-1198 E University St, Bloomington, IN"
Missing,39.1602478,-86.51807404,2012-09-12T18:12:42-04:00,2016-09-11T22:02:05-04:00,2012-09-13T05:55:19-04:00,Signage graffiti,
Missing,39.1602478,-86.51807404,2012-09-12T18:18:48-04:00,2016-09-11T22:02:05-04:00,2012-09-13T05:54:35-04:00,Signage graffiti,
Missing,39.16009521,-86.52606201,2012-09-12T21:25:57-04:00,2016-09-11T22:02:05-04:00,2012-09-13T05:53:16-04:00,"blue paint letter tag (illegible) on limestone retaining wall. black ""x"" on contractor construction sign","700-754 S Fess Ave, Bloomington, IN"
Missing,39.16107559,-86.51909637,2012-09-15T11:01:11-04:00,2016-09-11T22:02:05-04:00,2012-09-17T07:50:49-04:00,A in circle - again.,"1200-1298 E 2nd St, Bloomington, IN"
Police Report,,,2012-09-19T18:44:32-04:00,2016-09-11T22:02:05-04:00,2013-02-08T10:10:41-05:00,"PNC BANK, ALARM CALL OUT - GRAFFITI IN BLACK ON ATM. NO COMPLAINANT WAS CALLED IN BY THE ALARM COMPANY.","120 E Kirkwood AVE, Bloomington, IN"
Police Report,,,2012-09-19T18:53:59-04:00,2016-09-11T22:02:05-04:00,2013-01-18T14:59:27-05:00,"1ST UNITED METHODIST CHURCH ""WHY POST OFFICE WHY"" & ""CUZ THEIR BLOOMINATED"" IN THE DOORS AND WINDOWS IN BLK PAINT OR MARKER.","206 E 4th ST, Bloomington, IN"
Police Report,,,2012-09-19T18:59:34-04:00,2016-09-11T22:02:05-04:00,2013-01-18T15:06:13-05:00,UNKNOWN TYPE OF GRAFFITI ON THE STAIRS OF 420 SMOKE SHOP,"107 N Dunn ST, Bloomington, IN"
Police Report,,,2012-09-19T19:14:38-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:07:24-04:00,FACE CHARACTER SPRAY PAINTED ON SIDE OF HOUSE,"1222 S Fenbrook LN, Bloomington, IN"
Police Report,,,2012-09-19T19:24:38-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:16:31-04:00,"""FUCK COPS"" AND S IN A CIRCLE IN WHITE SPRAY PAINT ON TRAIN OVERPASS.","300 S Adams ST, Bloomington, IN"
Police Report,,,2012-09-19T19:28:55-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:06:28-04:00,LETTERS OR SYMBOLS IN PINK PAINT ON SIGN (POSSIBLY CADE).,"1600 W Bloomfield RD, Bloomington, IN"
Police Report,,,2012-09-19T19:49:20-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:05:45-04:00,"""CATASTROPHE"" WITH DESIGNS AROUND IT SPRAYPAINTED AT THE SKATE PARK.","2602 N Kinser PIKE, Bloomington, IN"
Police Report,,,2012-09-19T19:57:04-04:00,2016-09-11T22:02:05-04:00,2012-09-20T11:18:38-04:00,"""BUY THE CHANGE YOU WISH TO SEE"" SPRAYPAINTED ON LE PETIT CAFE BUILDING","308 W 6th ST, Bloomington, IN"
Police Report,,,2012-09-19T20:01:10-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:04:43-04:00,RYDE IN RED AND WHITE SPRAYPAINTED ON THE SIDE OF BUILIDNG.,"908 N Walnut ST, Bloomington, IN"
Police Report,,,2012-09-19T20:09:30-04:00,2016-09-11T22:02:05-04:00,2012-09-20T06:02:29-04:00,"TREE AT HER RESIDENCE SPRAY PAINTED IN PINK ""LET'S GET FUCKED UP YOLO"" WITH A PENIS, ALONG WITH 3 H'S ON THE PORCH ROOF.","424 E Cottage Grove AVE, Bloomington, IN"
Police Report,,,2012-09-19T20:13:02-04:00,2016-09-11T22:02:05-04:00,2012-09-20T05:57:15-04:00,"SPRAY PAINTED ON ROADWAY - FA, PEACE SIGN, LARGE HAND,""KENNEDY HMMMM"" AND SOMETHING ABOUT THERE ARE MORE CHURCHES THAN SCHOOLS.","2635 E Windermere Woods DR, Bloomington, IN"
Police Report,,,2012-09-19T20:23:22-04:00,2016-09-11T22:02:05-04:00,2012-09-20T05:56:32-04:00,"""WE ARE DIRTY STREET RATS"" & ""CATASTROPHE"" ALONG WITH FACES SPRAY PAINTED ON THE RECEIVING DOORS.","3600 W 3rd ST, Bloomington, IN"
Police Report,,,2012-09-19T20:27:55-04:00,2016-09-11T22:02:05-04:00,2012-09-20T05:55:42-04:00,"AT YORKTOWN APTS HANDPRINTS, KENNEDY, & DRAWINGS ON DUMPSTER & BRICK WALL OF APT. BUILDING.","3811 E Morningside DR, Bloomington, IN"
Police Report,,,2012-09-19T21:06:31-04:00,2016-09-11T22:02:05-04:00,2012-09-20T05:55:02-04:00,HAND WITH TWO FINGERS UP FORMING A PEACE SIGN ON SIDE OF AN APT. BUILDING ON BRAESIDE DRIVE IN BLACK AND BLUE PAINT.,"3176 E Braeside DR, Bloomington, IN"
Missing,,,2012-09-20T15:12:02-04:00,2016-09-11T22:02:05-04:00,2012-09-21T10:46:21-04:00,"Someone spray painted the street on the 1300 block of South Dunn Street with the message ""Show me what gentrification looks like. This is what gentrification looks like."" from curb to curb. Neighbors are concerned once the message is removed the tagging could shift to houses.",
Police Report,,,2012-09-21T17:53:16-04:00,2016-09-11T22:02:05-04:00,2012-09-25T06:55:19-04:00,"""Fuck Mitt Romney"" and ""Gay Pride"" spray painted on the storage shed behind the church.","850 E Winslow RD, Bloomington, IN"
Missing,39.1591835,-86.51747131,2012-09-28T09:51:16-04:00,2016-09-11T22:02:05-04:00,2012-10-08T05:54:11-04:00,"Near the indicated location on the sidewalk on the north side of 1st street is spray painted a 4-letter expletive (F***) repeated about 10 times.  This has been there for at LEAST 3 weeks now and it's not only offensive but a disgrace that it has been allowed to remain in our community for so long.  Not only must it be doubly offensive to families walking with children but it sends the message that this is appropriate and tolerated in our city, especially as it's along a busy corridor.","1300-1398 E 1st St, Bloomington, IN"
Missing,39.16769791,-86.53296661,2012-10-05T09:54:06-04:00,2016-09-11T22:02:05-04:00,2013-01-18T15:03:33-05:00,,"105 E 6th St, Bloomington, IN"
Missing,,,2012-10-05T16:36:19-04:00,2016-09-11T22:02:05-04:00,2012-10-08T05:53:34-04:00,"This is my second notification in 6 wks: on First St at  Highland graffiti was left on both the street and the sidewalk.  I believe both are the purview of the city.  Will you clean it up, please?  The street graffiti is pro Marx and the sidewalk graffiti is multiple f**ks.  Thank you.",
Missing,39.1625061,-86.53305054,2012-10-06T17:28:17-04:00,2016-09-11T22:02:05-04:00,2013-01-18T15:02:56-05:00,,"405 S Walnut St, Bloomington, IN"
Missing,39.16675949,-86.53899384,2012-10-10T14:40:41-04:00,2016-09-11T22:02:05-04:00,2013-01-18T15:18:47-05:00,"""Everything for Everyone A""","500-550 W Kirkwood Ave, Bloomington, IN"
Missing,39.16720581,-86.53347015,2012-10-15T11:21:01-04:00,2016-09-11T22:02:05-04:00,2013-01-18T15:02:04-05:00,The address is actually 118 N. Walnut.  There is a black heart spraypainted on the sidewalk directly in front of the building.,"116 N Walnut St, Bloomington, IN"
